EventInstanceID,EventDefinitionID,EventDateTimeStart,EventDateTimeEnd,EventLocation,EventCapacity,EventRegistrationDeadline
EI733,ED2,2025-10-18 10:00:00,2025-10-18 12:00:00,Local Library,100,2025-10-11 10:00:00
EI734,ED5,2022-10-20 10:00:00,2022-10-20 12:00:00,Virtual Zoom,100,2022-10-13 10:00:00
EI735,ED1,2024-05-19 10:00:00,2024-05-19 12:00:00,Art Studio 2,100,2024-05-12 10:00:00
EI736,ED6,2022-02-02 10:00:00,2022-02-02 12:00:00,Ella Rises HQ,100,2022-01-26 10:00:00
EI737,ED4,2024-12-15 10:00:00,2024-12-15 12:00:00,Virtual Zoom,100,2024-12-08 10:00:00
EI738,ED6,2024-06-05 10:00:00,2024-06-05 12:00:00,Art Studio 2,100,2024-05-29 10:00:00
EI739,ED10,2021-12-15 10:00:00,2021-12-15 12:00:00,Ella Rises HQ,100,2021-12-08 10:00:00
EI740,ED4,2022-02-15 10:00:00,2022-02-15 12:00:00,Ella Rises HQ,100,2022-02-08 10:00:00
EI741,ED6,2023-12-20 10:00:00,2023-12-20 12:00:00,Local Library,100,2023-12-13 10:00:00
EI742,ED2,2022-06-11 10:00:00,2022-06-11 12:00:00,Ella Rises HQ,100,2022-06-04 10:00:00
EI743,ED5,2022-06-30 10:00:00,2022-06-30 12:00:00,Local Library,100,2022-06-23 10:00:00
EI744,ED8,2024-09-06 10:00:00,2024-09-06 12:00:00,Virtual Zoom,100,2024-08-30 10:00:00
EI745,ED7,2023-08-15 10:00:00,2023-08-15 12:00:00,Ella Rises HQ,100,2023-08-08 10:00:00
EI746,ED5,2024-01-11 10:00:00,2024-01-11 12:00:00,Ella Rises HQ,100,2024-01-04 10:00:00
EI747,ED1,2023-05-28 10:00:00,2023-05-28 12:00:00,Virtual Zoom,100,2023-05-21 10:00:00
EI748,ED5,2021-12-16 10:00:00,2021-12-16 12:00:00,Virtual Zoom,100,2021-12-09 10:00:00
EI749,ED2,2025-05-10 10:00:00,2025-05-10 12:00:00,Ella Rises HQ,100,2025-05-03 10:00:00
EI750,ED5,2024-05-09 10:00:00,2024-05-09 12:00:00,Ella Rises HQ,100,2024-05-02 10:00:00
EI751,ED3,2025-04-22 10:00:00,2025-04-22 12:00:00,Local Library,100,2025-04-15 10:00:00
EI752,ED10,2022-05-15 10:00:00,2022-05-15 12:00:00,Community Center Room A,100,2022-05-08 10:00:00
EI753,ED1,2023-09-03 10:00:00,2023-09-03 12:00:00,Community Center Room A,100,2023-08-27 10:00:00
EI754,ED6,2024-11-27 10:00:00,2024-11-27 12:00:00,Local Library,100,2024-11-20 10:00:00
EI755,ED5,2021-11-18 10:00:00,2021-11-18 12:00:00,Community Center Room A,100,2021-11-11 10:00:00
EI756,ED10,2024-01-15 10:00:00,2024-01-15 12:00:00,Community Center Room A,100,2024-01-08 10:00:00
EI757,ED8,2024-11-01 10:00:00,2024-11-01 12:00:00,Community Center Room A,100,2024-10-25 10:00:00
EI758,ED8,2022-08-05 10:00:00,2022-08-05 12:00:00,Ella Rises HQ,100,2022-07-29 10:00:00
EI759,ED3,2025-06-24 10:00:00,2025-06-24 12:00:00,Ella Rises HQ,100,2025-06-17 10:00:00
EI760,ED1,2024-02-11 10:00:00,2024-02-11 12:00:00,Community Center Room A,100,2024-02-04 10:00:00
EI761,ED5,2025-04-10 10:00:00,2025-04-10 12:00:00,Art Studio 2,100,2025-04-03 10:00:00
EI762,ED8,2023-02-17 10:00:00,2023-02-17 12:00:00,Community Center Room A,100,2023-02-10 10:00:00
EI763,ED7,2024-08-15 10:00:00,2024-08-15 12:00:00,Local Library,100,2024-08-08 10:00:00
EI764,ED3,2025-06-10 10:00:00,2025-06-10 12:00:00,Ella Rises HQ,100,2025-06-03 10:00:00
EI765,ED6,2024-07-03 10:00:00,2024-07-03 12:00:00,Community Center Room A,100,2024-06-26 10:00:00
EI766,ED2,2021-11-20 10:00:00,2021-11-20 12:00:00,Virtual Zoom,100,2021-11-13 10:00:00
EI767,ED3,2024-07-02 10:00:00,2024-07-02 12:00:00,Community Center Room A,100,2024-06-25 10:00:00
EI768,ED8,2024-12-06 10:00:00,2024-12-06 12:00:00,Art Studio 2,100,2024-11-29 10:00:00
EI769,ED1,2021-11-07 10:00:00,2021-11-07 12:00:00,Local Library,100,2021-10-31 10:00:00
EI770,ED1,2024-02-25 10:00:00,2024-02-25 12:00:00,Local Library,100,2024-02-18 10:00:00
EI771,ED10,2024-02-15 10:00:00,2024-02-15 12:00:00,Local Library,100,2024-02-08 10:00:00
EI772,ED6,2025-05-14 10:00:00,2025-05-14 12:00:00,Art Studio 2,100,2025-05-07 10:00:00
EI773,ED1,2022-12-25 10:00:00,2022-12-25 12:00:00,Art Studio 2,100,2022-12-18 10:00:00
EI774,ED3,2022-04-26 10:00:00,2022-04-26 12:00:00,Ella Rises HQ,100,2022-04-19 10:00:00
EI775,ED3,2023-08-22 10:00:00,2023-08-22 12:00:00,Community Center Room A,100,2023-08-15 10:00:00
EI776,ED2,2023-04-01 10:00:00,2023-04-01 12:00:00,Ella Rises HQ,100,2023-03-25 10:00:00
EI777,ED1,2025-01-19 10:00:00,2025-01-19 12:00:00,Ella Rises HQ,100,2025-01-12 10:00:00
EI778,ED6,2024-11-06 10:00:00,2024-11-06 12:00:00,Virtual Zoom,100,2024-10-30 10:00:00
EI779,ED1,2023-11-19 10:00:00,2023-11-19 12:00:00,Local Library,100,2023-11-12 10:00:00
EI780,ED1,2025-07-06 10:00:00,2025-07-06 12:00:00,Art Studio 2,100,2025-06-29 10:00:00
EI781,ED1,2022-04-17 10:00:00,2022-04-17 12:00:00,Community Center Room A,100,2022-04-10 10:00:00
EI782,ED8,2022-09-09 10:00:00,2022-09-09 12:00:00,Art Studio 2,100,2022-09-02 10:00:00
EI783,ED3,2023-05-30 10:00:00,2023-05-30 12:00:00,Virtual Zoom,100,2023-05-23 10:00:00
EI784,ED2,2025-05-17 10:00:00,2025-05-17 12:00:00,Local Library,100,2025-05-10 10:00:00
EI785,ED8,2024-06-21 10:00:00,2024-06-21 12:00:00,Virtual Zoom,100,2024-06-14 10:00:00
EI786,ED6,2022-11-09 10:00:00,2022-11-09 12:00:00,Ella Rises HQ,100,2022-11-02 10:00:00
EI787,ED2,2023-12-16 10:00:00,2023-12-16 12:00:00,Community Center Room A,100,2023-12-09 10:00:00
EI788,ED1,2023-09-10 10:00:00,2023-09-10 12:00:00,Art Studio 2,100,2023-09-03 10:00:00
EI789,ED8,2025-03-21 10:00:00,2025-03-21 12:00:00,Art Studio 2,100,2025-03-14 10:00:00
EI790,ED8,2022-01-28 10:00:00,2022-01-28 12:00:00,Ella Rises HQ,100,2022-01-21 10:00:00
EI791,ED1,2022-05-15 10:00:00,2022-05-15 12:00:00,Art Studio 2,100,2022-05-08 10:00:00
EI792,ED1,2023-02-12 10:00:00,2023-02-12 12:00:00,Art Studio 2,100,2023-02-05 10:00:00
EI793,ED8,2023-01-13 10:00:00,2023-01-13 12:00:00,Art Studio 2,100,2023-01-06 10:00:00
EI794,ED3,2024-05-07 10:00:00,2024-05-07 12:00:00,Ella Rises HQ,100,2024-04-30 10:00:00
EI795,ED8,2024-08-23 10:00:00,2024-08-23 12:00:00,Art Studio 2,100,2024-08-16 10:00:00
EI796,ED2,2022-11-19 10:00:00,2022-11-19 12:00:00,Community Center Room A,100,2022-11-12 10:00:00
EI797,ED2,2025-08-09 10:00:00,2025-08-09 12:00:00,Local Library,100,2025-08-02 10:00:00
EI798,ED2,2023-08-05 10:00:00,2023-08-05 12:00:00,Community Center Room A,100,2023-07-29 10:00:00
EI799,ED1,2022-11-27 10:00:00,2022-11-27 12:00:00,Ella Rises HQ,100,2022-11-20 10:00:00
EI800,ED5,2024-11-14 10:00:00,2024-11-14 12:00:00,Local Library,100,2024-11-07 10:00:00
EI801,ED2,2022-05-07 10:00:00,2022-05-07 12:00:00,Virtual Zoom,100,2022-04-30 10:00:00
EI802,ED5,2023-11-30 10:00:00,2023-11-30 12:00:00,Ella Rises HQ,100,2023-11-23 10:00:00
EI803,ED2,2022-10-08 10:00:00,2022-10-08 12:00:00,Virtual Zoom,100,2022-10-01 10:00:00
EI804,ED2,2023-11-04 10:00:00,2023-11-04 12:00:00,Art Studio 2,100,2023-10-28 10:00:00
EI805,ED3,2024-12-17 10:00:00,2024-12-17 12:00:00,Art Studio 2,100,2024-12-10 10:00:00
EI806,ED6,2023-10-25 10:00:00,2023-10-25 12:00:00,Local Library,100,2023-10-18 10:00:00
EI807,ED3,2025-06-03 10:00:00,2025-06-03 12:00:00,Community Center Room A,100,2025-05-27 10:00:00
EI808,ED1,2022-06-05 10:00:00,2022-06-05 12:00:00,Virtual Zoom,100,2022-05-29 10:00:00
EI809,ED5,2023-07-20 10:00:00,2023-07-20 12:00:00,Ella Rises HQ,100,2023-07-13 10:00:00
EI810,ED5,2025-02-27 10:00:00,2025-02-27 12:00:00,Community Center Room A,100,2025-02-20 10:00:00
EI811,ED5,2022-02-17 10:00:00,2022-02-17 12:00:00,Local Library,100,2022-02-10 10:00:00
EI812,ED1,2024-03-31 10:00:00,2024-03-31 12:00:00,Ella Rises HQ,100,2024-03-24 10:00:00
EI813,ED2,2025-04-05 10:00:00,2025-04-05 12:00:00,Ella Rises HQ,100,2025-03-29 10:00:00
EI814,ED8,2022-10-21 10:00:00,2022-10-21 12:00:00,Virtual Zoom,100,2022-10-14 10:00:00
EI815,ED10,2023-11-15 10:00:00,2023-11-15 12:00:00,Virtual Zoom,100,2023-11-08 10:00:00
EI816,ED3,2024-04-09 10:00:00,2024-04-09 12:00:00,Art Studio 2,100,2024-04-02 10:00:00
EI817,ED3,2022-08-23 10:00:00,2022-08-23 12:00:00,Ella Rises HQ,100,2022-08-16 10:00:00
EI818,ED3,2025-10-07 10:00:00,2025-10-07 12:00:00,Art Studio 2,100,2025-09-30 10:00:00
EI819,ED1,2024-08-25 10:00:00,2024-08-25 12:00:00,Art Studio 2,100,2024-08-18 10:00:00
EI820,ED1,2024-02-04 10:00:00,2024-02-04 12:00:00,Community Center Room A,100,2024-01-28 10:00:00
EI821,ED1,2023-03-26 10:00:00,2023-03-26 12:00:00,Community Center Room A,100,2023-03-19 10:00:00
EI822,ED8,2024-07-05 10:00:00,2024-07-05 12:00:00,Ella Rises HQ,100,2024-06-28 10:00:00
EI823,ED1,2023-12-03 10:00:00,2023-12-03 12:00:00,Community Center Room A,100,2023-11-26 10:00:00
EI824,ED6,2025-10-01 10:00:00,2025-10-01 12:00:00,Ella Rises HQ,100,2025-09-24 10:00:00
EI825,ED7,2025-08-15 10:00:00,2025-08-15 12:00:00,Local Library,100,2025-08-08 10:00:00
EI826,ED7,2025-05-15 10:00:00,2025-05-15 12:00:00,Local Library,100,2025-05-08 10:00:00
EI827,ED2,2022-01-08 10:00:00,2022-01-08 12:00:00,Art Studio 2,100,2022-01-01 10:00:00
EI828,ED1,2024-09-08 10:00:00,2024-09-08 12:00:00,Local Library,100,2024-09-01 10:00:00
EI829,ED5,2022-03-03 10:00:00,2022-03-03 12:00:00,Virtual Zoom,100,2022-02-24 10:00:00
EI830,ED2,2024-05-04 10:00:00,2024-05-04 12:00:00,Community Center Room A,100,2024-04-27 10:00:00
EI831,ED7,2022-05-15 10:00:00,2022-05-15 12:00:00,Art Studio 2,100,2022-05-08 10:00:00
EI832,ED3,2022-07-26 10:00:00,2022-07-26 12:00:00,Art Studio 2,100,2022-07-19 10:00:00
EI833,ED1,2023-04-23 10:00:00,2023-04-23 12:00:00,Art Studio 2,100,2023-04-16 10:00:00
EI834,ED10,2024-03-15 10:00:00,2024-03-15 12:00:00,Ella Rises HQ,100,2024-03-08 10:00:00
EI835,ED6,2025-06-11 10:00:00,2025-06-11 12:00:00,Art Studio 2,100,2025-06-04 10:00:00
EI836,ED4,2023-03-15 10:00:00,2023-03-15 12:00:00,Ella Rises HQ,100,2023-03-08 10:00:00
EI837,ED6,2025-05-07 10:00:00,2025-05-07 12:00:00,Ella Rises HQ,100,2025-04-30 10:00:00
EI838,ED5,2024-07-11 10:00:00,2024-07-11 12:00:00,Local Library,100,2024-07-04 10:00:00
EI839,ED3,2024-07-30 10:00:00,2024-07-30 12:00:00,Community Center Room A,100,2024-07-23 10:00:00
EI840,ED5,2023-02-23 10:00:00,2023-02-23 12:00:00,Virtual Zoom,100,2023-02-16 10:00:00
EI841,ED4,2025-01-15 10:00:00,2025-01-15 12:00:00,Ella Rises HQ,100,2025-01-08 10:00:00
EI842,ED1,2022-10-16 10:00:00,2022-10-16 12:00:00,Local Library,100,2022-10-09 10:00:00
EI843,ED5,2025-02-20 10:00:00,2025-02-20 12:00:00,Ella Rises HQ,100,2025-02-13 10:00:00
EI844,ED1,2024-09-22 10:00:00,2024-09-22 12:00:00,Virtual Zoom,100,2024-09-15 10:00:00
EI845,ED2,2022-02-26 10:00:00,2022-02-26 12:00:00,Virtual Zoom,100,2022-02-19 10:00:00
EI846,ED8,2024-08-30 10:00:00,2024-08-30 12:00:00,Community Center Room A,100,2024-08-23 10:00:00
EI847,ED3,2023-10-03 10:00:00,2023-10-03 12:00:00,Community Center Room A,100,2023-09-26 10:00:00
EI848,ED5,2024-05-02 10:00:00,2024-05-02 12:00:00,Local Library,100,2024-04-25 10:00:00
EI849,ED3,2022-08-09 10:00:00,2022-08-09 12:00:00,Community Center Room A,100,2022-08-02 10:00:00
EI850,ED2,2024-07-06 10:00:00,2024-07-06 12:00:00,Community Center Room A,100,2024-06-29 10:00:00
EI851,ED7,2022-10-15 10:00:00,2022-10-15 12:00:00,Virtual Zoom,100,2022-10-08 10:00:00
EI852,ED1,2025-02-23 10:00:00,2025-02-23 12:00:00,Virtual Zoom,100,2025-02-16 10:00:00
EI853,ED10,2022-10-15 10:00:00,2022-10-15 12:00:00,Ella Rises HQ,100,2022-10-08 10:00:00
EI854,ED5,2022-02-03 10:00:00,2022-02-03 12:00:00,Virtual Zoom,100,2022-01-27 10:00:00
EI855,ED5,2024-10-17 10:00:00,2024-10-17 12:00:00,Community Center Room A,100,2024-10-10 10:00:00
EI856,ED6,2024-04-24 10:00:00,2024-04-24 12:00:00,Art Studio 2,100,2024-04-17 10:00:00
EI857,ED5,2022-09-01 10:00:00,2022-09-01 12:00:00,Virtual Zoom,100,2022-08-25 10:00:00
EI858,ED2,2023-04-08 10:00:00,2023-04-08 12:00:00,Community Center Room A,100,2023-04-01 10:00:00
EI859,ED5,2023-03-23 10:00:00,2023-03-23 12:00:00,Ella Rises HQ,100,2023-03-16 10:00:00
EI860,ED6,2023-08-09 10:00:00,2023-08-09 12:00:00,Virtual Zoom,100,2023-08-02 10:00:00
EI861,ED5,2022-03-17 10:00:00,2022-03-17 12:00:00,Art Studio 2,100,2022-03-10 10:00:00
EI862,ED1,2022-12-04 10:00:00,2022-12-04 12:00:00,Local Library,100,2022-11-27 10:00:00
EI863,ED2,2025-08-16 10:00:00,2025-08-16 12:00:00,Art Studio 2,100,2025-08-09 10:00:00
EI864,ED3,2022-02-22 10:00:00,2022-02-22 12:00:00,Community Center Room A,100,2022-02-15 10:00:00
EI865,ED3,2022-06-21 10:00:00,2022-06-21 12:00:00,Ella Rises HQ,100,2022-06-14 10:00:00
EI866,ED2,2022-06-04 10:00:00,2022-06-04 12:00:00,Local Library,100,2022-05-28 10:00:00
EI867,ED3,2025-09-02 10:00:00,2025-09-02 12:00:00,Ella Rises HQ,100,2025-08-26 10:00:00
EI868,ED1,2023-07-16 10:00:00,2023-07-16 12:00:00,Local Library,100,2023-07-09 10:00:00
EI869,ED7,2023-11-15 10:00:00,2023-11-15 12:00:00,Virtual Zoom,100,2023-11-08 10:00:00
EI870,ED6,2025-04-02 10:00:00,2025-04-02 12:00:00,Local Library,100,2025-03-26 10:00:00
EI871,ED5,2024-03-14 10:00:00,2024-03-14 12:00:00,Local Library,100,2024-03-07 10:00:00
EI872,ED2,2025-04-26 10:00:00,2025-04-26 12:00:00,Art Studio 2,100,2025-04-19 10:00:00
EI873,ED2,2025-07-12 10:00:00,2025-07-12 12:00:00,Virtual Zoom,100,2025-07-05 10:00:00
EI874,ED2,2022-10-15 10:00:00,2022-10-15 12:00:00,Local Library,100,2022-10-08 10:00:00
EI875,ED3,2025-09-16 10:00:00,2025-09-16 12:00:00,Ella Rises HQ,100,2025-09-09 10:00:00
EI876,ED2,2024-08-17 10:00:00,2024-08-17 12:00:00,Ella Rises HQ,100,2024-08-10 10:00:00
EI877,ED5,2025-02-06 10:00:00,2025-02-06 12:00:00,Community Center Room A,100,2025-01-30 10:00:00
EI878,ED8,2024-05-24 10:00:00,2024-05-24 12:00:00,Ella Rises HQ,100,2024-05-17 10:00:00
EI879,ED6,2024-09-11 10:00:00,2024-09-11 12:00:00,Community Center Room A,100,2024-09-04 10:00:00
EI880,ED8,2023-01-06 10:00:00,2023-01-06 12:00:00,Community Center Room A,100,2022-12-30 10:00:00
EI881,ED2,2023-10-14 10:00:00,2023-10-14 12:00:00,Art Studio 2,100,2023-10-07 10:00:00
EI882,ED2,2023-06-17 10:00:00,2023-06-17 12:00:00,Virtual Zoom,100,2023-06-10 10:00:00
EI883,ED10,2022-01-15 10:00:00,2022-01-15 12:00:00,Virtual Zoom,100,2022-01-08 10:00:00
EI884,ED3,2023-10-31 10:00:00,2023-10-31 12:00:00,Virtual Zoom,100,2023-10-24 10:00:00
EI885,ED5,2023-03-02 10:00:00,2023-03-02 12:00:00,Ella Rises HQ,100,2023-02-23 10:00:00
EI886,ED1,2025-08-17 10:00:00,2025-08-17 12:00:00,Virtual Zoom,100,2025-08-10 10:00:00
EI887,ED7,2025-09-15 10:00:00,2025-09-15 12:00:00,Virtual Zoom,100,2025-09-08 10:00:00
EI888,ED3,2023-06-20 10:00:00,2023-06-20 12:00:00,Art Studio 2,100,2023-06-13 10:00:00
EI889,ED8,2023-09-15 10:00:00,2023-09-15 12:00:00,Virtual Zoom,100,2023-09-08 10:00:00
EI890,ED4,2021-12-15 10:00:00,2021-12-15 12:00:00,Art Studio 2,100,2021-12-08 10:00:00
EI891,ED8,2025-02-21 10:00:00,2025-02-21 12:00:00,Local Library,100,2025-02-14 10:00:00
EI892,ED6,2022-08-17 10:00:00,2022-08-17 12:00:00,Ella Rises HQ,100,2022-08-10 10:00:00
EI893,ED3,2025-11-04 10:00:00,2025-11-04 12:00:00,Community Center Room A,100,2025-10-28 10:00:00
EI894,ED3,2023-11-07 10:00:00,2023-11-07 12:00:00,Ella Rises HQ,100,2023-10-31 10:00:00
EI895,ED4,2025-09-15 10:00:00,2025-09-15 12:00:00,Virtual Zoom,100,2025-09-08 10:00:00
EI896,ED5,2022-04-21 10:00:00,2022-04-21 12:00:00,Community Center Room A,100,2022-04-14 10:00:00
EI897,ED5,2024-12-05 10:00:00,2024-12-05 12:00:00,Ella Rises HQ,100,2024-11-28 10:00:00
EI898,ED8,2024-12-13 10:00:00,2024-12-13 12:00:00,Ella Rises HQ,100,2024-12-06 10:00:00
EI899,ED3,2024-12-03 10:00:00,2024-12-03 12:00:00,Ella Rises HQ,100,2024-11-26 10:00:00
EI900,ED5,2024-03-21 10:00:00,2024-03-21 12:00:00,Ella Rises HQ,100,2024-03-14 10:00:00
EI901,ED2,2023-08-12 10:00:00,2023-08-12 12:00:00,Community Center Room A,100,2023-08-05 10:00:00
EI902,ED1,2025-09-07 10:00:00,2025-09-07 12:00:00,Virtual Zoom,100,2025-08-31 10:00:00
EI903,ED3,2023-04-25 10:00:00,2023-04-25 12:00:00,Community Center Room A,100,2023-04-18 10:00:00
EI904,ED3,2022-01-25 10:00:00,2022-01-25 12:00:00,Local Library,100,2022-01-18 10:00:00
EI905,ED1,2024-03-24 10:00:00,2024-03-24 12:00:00,Local Library,100,2024-03-17 10:00:00
EI906,ED3,2023-08-01 10:00:00,2023-08-01 12:00:00,Ella Rises HQ,100,2023-07-25 10:00:00
EI907,ED8,2025-05-16 10:00:00,2025-05-16 12:00:00,Ella Rises HQ,100,2025-05-09 10:00:00
EI908,ED1,2024-12-15 10:00:00,2024-12-15 12:00:00,Local Library,100,2024-12-08 10:00:00
EI909,ED5,2025-10-02 10:00:00,2025-10-02 12:00:00,Virtual Zoom,100,2025-09-25 10:00:00
EI910,ED9,2024-06-15 10:00:00,2024-06-15 12:00:00,Local Library,100,2024-06-08 10:00:00
EI911,ED3,2024-06-18 10:00:00,2024-06-18 12:00:00,Ella Rises HQ,100,2024-06-11 10:00:00
EI912,ED5,2025-09-25 10:00:00,2025-09-25 12:00:00,Virtual Zoom,100,2025-09-18 10:00:00
EI913,ED2,2024-08-24 10:00:00,2024-08-24 12:00:00,Virtual Zoom,100,2024-08-17 10:00:00
EI914,ED6,2025-07-23 10:00:00,2025-07-23 12:00:00,Ella Rises HQ,100,2025-07-16 10:00:00
EI915,ED10,2023-10-15 10:00:00,2023-10-15 12:00:00,Ella Rises HQ,100,2023-10-08 10:00:00
EI916,ED6,2024-05-08 10:00:00,2024-05-08 12:00:00,Ella Rises HQ,100,2024-05-01 10:00:00
EI917,ED6,2023-11-22 10:00:00,2023-11-22 12:00:00,Community Center Room A,100,2023-11-15 10:00:00
EI918,ED5,2022-03-10 10:00:00,2022-03-10 12:00:00,Community Center Room A,100,2022-03-03 10:00:00
EI919,ED3,2022-02-08 10:00:00,2022-02-08 12:00:00,Ella Rises HQ,100,2022-02-01 10:00:00
EI920,ED8,2023-05-19 10:00:00,2023-05-19 12:00:00,Community Center Room A,100,2023-05-12 10:00:00
EI921,ED8,2022-01-07 10:00:00,2022-01-07 12:00:00,Local Library,100,2021-12-31 10:00:00
EI922,ED2,2022-07-30 10:00:00,2022-07-30 12:00:00,Local Library,100,2022-07-23 10:00:00
EI923,ED5,2022-08-04 10:00:00,2022-08-04 12:00:00,Ella Rises HQ,100,2022-07-28 10:00:00
EI924,ED6,2022-12-14 10:00:00,2022-12-14 12:00:00,Community Center Room A,100,2022-12-07 10:00:00
EI925,ED6,2024-01-17 10:00:00,2024-01-17 12:00:00,Ella Rises HQ,100,2024-01-10 10:00:00
EI926,ED5,2023-12-14 10:00:00,2023-12-14 12:00:00,Ella Rises HQ,100,2023-12-07 10:00:00
EI927,ED5,2021-12-02 10:00:00,2021-12-02 12:00:00,Community Center Room A,100,2021-11-25 10:00:00
EI928,ED2,2024-10-19 10:00:00,2024-10-19 12:00:00,Virtual Zoom,100,2024-10-12 10:00:00
EI929,ED6,2024-07-24 10:00:00,2024-07-24 12:00:00,Ella Rises HQ,100,2024-07-17 10:00:00
EI930,ED5,2022-10-13 10:00:00,2022-10-13 12:00:00,Art Studio 2,100,2022-10-06 10:00:00
EI931,ED3,2022-05-03 10:00:00,2022-05-03 12:00:00,Community Center Room A,100,2022-04-26 10:00:00
EI932,ED3,2025-06-17 10:00:00,2025-06-17 12:00:00,Local Library,100,2025-06-10 10:00:00
EI933,ED3,2023-11-21 10:00:00,2023-11-21 12:00:00,Virtual Zoom,100,2023-11-14 10:00:00
EI934,ED6,2025-03-05 10:00:00,2025-03-05 12:00:00,Community Center Room A,100,2025-02-26 10:00:00
EI935,ED4,2024-08-15 10:00:00,2024-08-15 12:00:00,Art Studio 2,100,2024-08-08 10:00:00
EI936,ED3,2025-02-25 10:00:00,2025-02-25 12:00:00,Community Center Room A,100,2025-02-18 10:00:00
EI937,ED3,2024-04-30 10:00:00,2024-04-30 12:00:00,Ella Rises HQ,100,2024-04-23 10:00:00
EI938,ED3,2022-03-22 10:00:00,2022-03-22 12:00:00,Local Library,100,2022-03-15 10:00:00
EI939,ED1,2022-04-10 10:00:00,2022-04-10 12:00:00,Community Center Room A,100,2022-04-03 10:00:00
EI940,ED6,2024-01-10 10:00:00,2024-01-10 12:00:00,Virtual Zoom,100,2024-01-03 10:00:00
EI941,ED10,2023-02-15 10:00:00,2023-02-15 12:00:00,Ella Rises HQ,100,2023-02-08 10:00:00
EI942,ED8,2023-07-14 10:00:00,2023-07-14 12:00:00,Art Studio 2,100,2023-07-07 10:00:00
EI943,ED7,2022-04-15 10:00:00,2022-04-15 12:00:00,Community Center Room A,100,2022-04-08 10:00:00
EI944,ED8,2024-04-12 10:00:00,2024-04-12 12:00:00,Community Center Room A,100,2024-04-05 10:00:00
EI945,ED3,2024-10-01 10:00:00,2024-10-01 12:00:00,Art Studio 2,100,2024-09-24 10:00:00
EI946,ED1,2024-01-07 10:00:00,2024-01-07 12:00:00,Art Studio 2,100,2023-12-31 10:00:00
EI947,ED2,2023-01-28 10:00:00,2023-01-28 12:00:00,Local Library,100,2023-01-21 10:00:00
EI948,ED6,2024-09-04 10:00:00,2024-09-04 12:00:00,Ella Rises HQ,100,2024-08-28 10:00:00
EI949,ED5,2025-10-16 10:00:00,2025-10-16 12:00:00,Art Studio 2,100,2025-10-09 10:00:00
EI950,ED8,2023-04-14 10:00:00,2023-04-14 12:00:00,Ella Rises HQ,100,2023-04-07 10:00:00
EI951,ED6,2023-06-28 10:00:00,2023-06-28 12:00:00,Local Library,100,2023-06-21 10:00:00
EI952,ED2,2023-07-22 10:00:00,2023-07-22 12:00:00,Virtual Zoom,100,2023-07-15 10:00:00
EI953,ED8,2025-08-08 10:00:00,2025-08-08 12:00:00,Virtual Zoom,100,2025-08-01 10:00:00
EI954,ED8,2023-11-10 10:00:00,2023-11-10 12:00:00,Virtual Zoom,100,2023-11-03 10:00:00
EI955,ED2,2023-01-14 10:00:00,2023-01-14 12:00:00,Virtual Zoom,100,2023-01-07 10:00:00
EI956,ED2,2023-09-09 10:00:00,2023-09-09 12:00:00,Local Library,100,2023-09-02 10:00:00
EI957,ED2,2025-05-24 10:00:00,2025-05-24 12:00:00,Art Studio 2,100,2025-05-17 10:00:00
EI958,ED8,2024-05-10 10:00:00,2024-05-10 12:00:00,Virtual Zoom,100,2024-05-03 10:00:00
EI959,ED8,2022-07-01 10:00:00,2022-07-01 12:00:00,Ella Rises HQ,100,2022-06-24 10:00:00
EI960,ED4,2023-11-15 10:00:00,2023-11-15 12:00:00,Community Center Room A,100,2023-11-08 10:00:00
EI961,ED2,2024-08-10 10:00:00,2024-08-10 12:00:00,Virtual Zoom,100,2024-08-03 10:00:00
EI962,ED7,2022-11-15 10:00:00,2022-11-15 12:00:00,Art Studio 2,100,2022-11-08 10:00:00
EI963,ED2,2021-11-13 10:00:00,2021-11-13 12:00:00,Virtual Zoom,100,2021-11-06 10:00:00
EI964,ED10,2023-01-15 10:00:00,2023-01-15 12:00:00,Art Studio 2,100,2023-01-08 10:00:00
EI965,ED10,2025-05-15 10:00:00,2025-05-15 12:00:00,Virtual Zoom,100,2025-05-08 10:00:00
EI966,ED7,2024-01-15 10:00:00,2024-01-15 12:00:00,Ella Rises HQ,100,2024-01-08 10:00:00
EI967,ED1,2023-07-23 10:00:00,2023-07-23 12:00:00,Virtual Zoom,100,2023-07-16 10:00:00
EI968,ED6,2023-04-05 10:00:00,2023-04-05 12:00:00,Art Studio 2,100,2023-03-29 10:00:00
EI969,ED3,2023-08-08 10:00:00,2023-08-08 12:00:00,Art Studio 2,100,2023-08-01 10:00:00
EI970,ED6,2022-03-30 10:00:00,2022-03-30 12:00:00,Art Studio 2,100,2022-03-23 10:00:00
EI971,ED3,2021-12-14 10:00:00,2021-12-14 12:00:00,Virtual Zoom,100,2021-12-07 10:00:00
EI972,ED8,2024-11-22 10:00:00,2024-11-22 12:00:00,Art Studio 2,100,2024-11-15 10:00:00
EI973,ED4,2022-09-15 10:00:00,2022-09-15 12:00:00,Ella Rises HQ,100,2022-09-08 10:00:00
EI974,ED8,2022-12-02 10:00:00,2022-12-02 12:00:00,Virtual Zoom,100,2022-11-25 10:00:00
EI975,ED1,2023-02-19 10:00:00,2023-02-19 12:00:00,Art Studio 2,100,2023-02-12 10:00:00
